step,mean_abs_attr
0,1.3379587e-06
1,1.2468844e-06
2,1.2079487e-06
3,1.2014602e-06
4,1.3645189e-06
5,1.7010896e-06
6,2.0156601e-06
7,2.3001835e-06
8,2.61734e-06
9,2.8735037e-06
10,3.2917003e-06
11,3.872893e-06
12,4.375518e-06
13,4.664993e-06
14,4.7090866e-06
15,4.686743e-06
16,4.810877e-06
17,5.4348843e-06
18,6.418707e-06
19,7.5490375e-06
20,8.541651e-06
21,9.504771e-06
22,1.1136024e-05
23,1.3255698e-05
24,1.5940766e-05
25,1.8974013e-05
26,2.2007313e-05
27,2.4786044e-05
28,2.7332944e-05
29,2.995208e-05
30,3.4503653e-05
31,4.1169955e-05
32,4.965766e-05
33,5.9179794e-05
34,6.6528286e-05
35,7.1165414e-05
36,7.648623e-05
37,8.966404e-05
38,0.00011938383
39,0.00015922924
40,0.00019094996
41,0.00021768692
42,0.00023413324
43,0.00025477697
44,0.00031377043
45,0.0004200472
46,0.0005243261
47,0.0006375295
48,0.0006933099
49,0.0007149126
50,0.00084651634
51,0.00095100346
52,0.0010120396
53,0.0012803397
54,0.0014919979
55,0.0014551558
56,0.0013563215
57,0.0013663606
58,0.0014372414
59,0.0013762282
60,0.001484809
61,0.0020559584
62,0.00438447
63,0.016571734
